customer_id,first_name,last_name,age,gender,city,account_type,account_balance,date_of_account_opening,last_txn_date,txn_count,ref_date,days_since_last_txn,is_dormant,account_age_days,age_group
66,Mary,Jones,41,M,Mesa,Savings,4583.0,2020-02-11,2023-03-17,1,2023-12-31,289,1,1419,36-45
67,Jennifer,Sanchez,56,F,Nashville,Savings,4599.46,2016-10-04,2023-12-16,1,2023-12-31,15,0,2644,46-60
68,Carol,Carter,68,M,Atlanta,Savings,9959.69,2022-02-06,2023-10-02,1,2023-12-31,90,0,693,60+
69,Patricia,Williams,29,OTHER,Las Vegas,Current,3799.72,2013-06-19,2023-10-28,1,2023-12-31,64,0,3847,26-35
70,Mark,Miller,67,F,Boston,Current,1031.4,2020-05-29,2023-08-23,1,2023-12-31,130,1,1311,60+
71,Karen,Carter,59,M,San Antonio,Savings,5431.76,2020-04-11,2023-02-24,1,2023-12-31,310,1,1359,46-60
72,Sandra,Hill,24,F,San Francisco,Savings,8860.06,2002-12-25,2023-07-18,1,2023-12-31,166,1,7676,<25
73,Amanda,Smith,53,M,Memphis,Savings,5886.75,2018-10-12,2023-01-29,1,2023-12-31,336,1,1906,46-60
74,Kimberly,Carter,34,OTHER,Baltimore,Current,7951.57,2010-09-29,2023-10-31,1,2023-12-31,61,0,4841,26-35
75,Elizabeth,Taylor,66,OTHER,San Antonio,Savings,643.16,2016-09-23,2023-11-24,1,2023-12-31,37,0,2655,60+
76,Margaret,Nelson,21,OTHER,Tucson,Current,6766.61,2005-01-01,2023-03-04,1,2023-12-31,302,1,6938,<25
77,Susan,Harris,54,F,San Antonio,Savings,884.02,2019-03-21,2023-05-29,1,2023-12-31,216,1,1746,46-60
78,Donald,Williams,50,OTHER,Las Vegas,Savings,5607.93,2013-10-15,2023-11-09,1,2023-12-31,52,0,3729,46-60
79,Deborah,Anderson,36,F,Austin,Current,5027.9,2014-11-04,2023-09-26,1,2023-12-31,96,1,3344,36-45
80,Joseph,Lewis,43,OTHER,Dallas,Current,9461.48,2002-02-24,2023-06-04,1,2023-12-31,210,1,7980,36-45
81,Linda,Nelson,28,F,Fort Worth,Current,1411.4,2018-10-06,2023-07-15,1,2023-12-31,169,1,1912,26-35
82,Susan,Young,48,OTHER,Sacramento,Current,193.96,2010-10-11,2023-12-10,1,2023-12-31,21,0,4829,46-60
83,Daniel,Sanchez,18,M,Houston,Savings,1459.81,2008-05-16,2023-04-15,1,2023-12-31,260,1,5707,<25
84,Michelle,Thomas,57,M,Mesa,Current,1789.99,2015-07-06,2023-09-22,1,2023-12-31,100,1,3100,46-60
85,Charles,Harris,53,F,Louisville,Current,2584.02,2010-01-10,2023-03-15,1,2023-12-31,291,1,5103,46-60
86,Jessica,Ramirez,46,OTHER,San Jose,Current,8169.38,2018-06-02,2023-03-16,1,2023-12-31,290,1,2038,46-60
87,Brian,Rodriguez,42,OTHER,El Paso,Savings,3831.12,2013-04-12,2023-04-07,1,2023-12-31,268,1,3915,36-45
88,Karen,Smith,64,M,Denver,Current,8423.5,2015-10-19,2023-08-29,1,2023-12-31,124,1,2995,60+
89,Timothy,Lewis,66,OTHER,Atlanta,Savings,2792.15,2021-07-02,2023-05-19,1,2023-12-31,226,1,912,60+
90,Nancy,Perez,35,OTHER,Colorado Springs,Savings,8619.36,2022-06-22,2023-04-19,1,2023-12-31,256,1,557,26-35
91,Sandra,Thomas,20,F,Las Vegas,Current,180.1,2016-11-25,2023-01-28,1,2023-12-31,337,1,2592,<25
92,Matthew,Green,35,M,Indianapolis,Savings,9351.9,2022-03-12,2023-04-12,1,2023-12-31,263,1,659,26-35
93,Brian,Baker,24,OTHER,Tucson,Current,7485.89,2002-11-29,2023-12-16,1,2023-12-31,15,0,7702,<25
94,Kenneth,Green,45,OTHER,Fort Worth,Savings,4186.03,2002-07-04,2023-04-29,1,2023-12-31,246,1,7850,36-45
95,Mark,Miller,34,F,Fresno,Savings,5815.62,2004-08-18,2023-03-13,1,2023-12-31,293,1,7074,26-35
96,Joseph,Wilson,42,F,San Antonio,Current,9336.87,2016-12-24,2023-01-27,1,2023-12-31,338,1,2563,36-45
97,Brian,Lewis,35,F,Austin,Current,5867.35,2008-03-24,2023-05-30,1,2023-12-31,215,1,5760,26-35
98,James,Jackson,69,F,Milwaukee,Savings,2362.83,2013-12-21,2023-06-19,1,2023-12-31,195,1,3662,60+
99,Matthew,Jackson,57,OTHER,Memphis,Current,5771.45,2009-04-24,2023-06-09,1,2023-12-31,205,1,5364,46-60
100,John,Johnson,60,OTHER,San Jose,Current,8727.33,2004-10-15,2023-05-22,1,2023-12-31,223,1,7016,46-60
101,David,Green,20,OTHER,Milwaukee,Savings,9875.75,2020-05-05,2023-06-03,1,2023-12-31,211,1,1335,<25
102,Nancy,Hall,42,F,Los Angeles,Savings,5882.42,2003-10-09,2023-09-07,1,2023-12-31,115,1,7388,36-45
103,James,Anderson,24,OTHER,Colorado Springs,Savings,1640.89,2021-06-30,2023-07-02,1,2023-12-31,182,1,914,<25
104,Amanda,Williams,64,M,Charlotte,Current,7740.35,2006-06-24,2023-07-22,1,2023-12-31,162,1,6399,60+
105,Linda,Hernandez,27,M,Austin,Savings,9969.42,2013-03-09,2023-03-12,1,2023-12-31,294,1,3949,26-35
106,Nancy,Rivera,61,OTHER,Fresno,Current,4789.0,2002-12-04,2023-07-02,1,2023-12-31,182,1,7697,60+
107,William,Robinson,61,F,Colorado Springs,Savings,3898.95,2021-12-03,2023-06-22,1,2023-12-31,192,1,758,60+
108,Thomas,Flores,68,M,Houston,Current,5569.76,2006-08-06,2023-01-30,1,2023-12-31,335,1,6356,60+
109,Linda,Moore,36,OTHER,Austin,Current,1731.19,2018-11-27,2023-11-18,1,2023-12-31,43,0,1860,36-45
110,Andrew,Mitchell,32,M,Memphis,Savings,9715.71,2015-04-12,2023-12-21,1,2023-12-31,10,0,3185,26-35
111,Andrew,Johnson,38,M,Los Angeles,Savings,8399.51,2011-03-26,2023-06-03,1,2023-12-31,211,1,4663,36-45
112,Steven,Young,38,M,Indianapolis,Current,1218.61,2014-09-22,2023-03-30,1,2023-12-31,276,1,3387,36-45
113,Robert,Davis,54,M,Colorado Springs,Savings,9456.31,2017-01-22,2023-08-09,1,2023-12-31,144,1,2534,46-60
114,Carol,Perez,45,OTHER,San Jose,Savings,9433.91,2012-09-11,2023-11-07,1,2023-12-31,54,0,4128,36-45
115,Joshua,Garcia,62,M,Atlanta,Current,3231.91,2015-01-01,2023-12-24,1,2023-12-31,7,0,3286,60+
116,Kenneth,Lopez,49,OTHER,San Francisco,Current,6229.51,2013-11-24,2023-11-17,1,2023-12-31,44,0,3689,46-60
117,Betty,Campbell,58,M,Nashville,Savings,1196.47,2001-01-03,2023-01-25,1,2023-12-31,340,1,8397,46-60
118,John,Flores,44,M,Denver,Savings,933.49,2014-01-13,2023-04-08,1,2023-12-31,267,1,3639,36-45
119,David,Scott,40,M,San Antonio,Savings,5067.77,2013-01-26,2023-02-11,1,2023-12-31,323,1,3991,36-45
120,Linda,Anderson,27,OTHER,Kansas City,Savings,591.81,2006-08-30,2023-10-27,1,2023-12-31,65,0,6332,26-35
121,Barbara,Ramirez,57,M,San Diego,Savings,8761.43,2013-01-30,2023-03-10,1,2023-12-31,296,1,3987,46-60
122,Kimberly,Carter,58,M,San Jose,Current,9288.14,2001-01-30,2023-12-27,1,2023-12-31,4,0,8370,46-60
123,Steven,Hall,23,F,Atlanta,Savings,766.33,2001-06-23,2023-09-21,1,2023-12-31,101,1,8226,<25
124,Deborah,Moore,41,M,Los Angeles,Current,568.12,2007-04-21,2023-12-28,1,2023-12-31,3,0,6098,36-45
125,Daniel,Johnson,35,F,Austin,Savings,2292.04,2003-03-16,2023-03-04,1,2023-12-31,302,1,7595,26-35
126,Nancy,Gonzalez,27,OTHER,Las Vegas,Savings,9306.59,2003-07-31,2023-07-25,1,2023-12-31,159,1,7458,26-35
127,Paul,Hall,32,M,Philadelphia,Savings,7713.24,2018-06-06,2023-05-28,1,2023-12-31,217,1,2034,26-35
128,Andrew,Anderson,62,M,Detroit,Current,6797.33,2010-01-23,2023-11-25,1,2023-12-31,36,0,5090,60+
129,Amanda,Martin,60,F,San Antonio,Savings,7785.84,2004-03-10,2023-09-12,1,2023-12-31,110,1,7235,46-60
130,Michelle,Lewis,51,F,Colorado Springs,Current,2074.82,2004-02-06,2023-09-08,1,2023-12-31,114,1,7268,46-60
131,Lisa,Adams,25,M,Denver,Current,2640.22,2010-06-10,2023-09-18,1,2023-12-31,104,1,4952,<25
132,Anthony,Lewis,67,OTHER,Philadelphia,Savings,3244.52,2007-07-20,2023-05-09,1,2023-12-31,236,1,6008,60+
133,Andrew,Williams,52,F,Memphis,Savings,6090.15,2012-10-15,2023-01-11,1,2023-12-31,354,1,4094,46-60
134,James,Jackson,44,M,Colorado Springs,Savings,6121.38,2013-09-09,2023-01-17,1,2023-12-31,348,1,3765,36-45
135,Andrew,Williams,42,F,Los Angeles,Savings,2165.22,2005-06-16,2023-03-09,1,2023-12-31,297,1,6772,36-45
136,Paul,Wilson,20,OTHER,Denver,Current,4423.6,2001-06-05,2023-01-05,1,2023-12-31,360,1,8244,<25
137,Timothy,Flores,38,F,Houston,Current,6931.2,2008-02-23,2023-07-25,1,2023-12-31,159,1,5790,36-45
138,Susan,Brown,56,M,Philadelphia,Savings,3165.23,2020-07-07,2023-03-23,1,2023-12-31,283,1,1272,46-60
139,Michael,Hernandez,49,F,Atlanta,Current,847.22,2020-11-05,2023-03-08,1,2023-12-31,298,1,1151,46-60
140,James,Walker,67,OTHER,Louisville,Savings,2054.16,2016-01-21,2023-09-02,1,2023-12-31,120,1,2901,60+
141,Robert,Nelson,38,M,Baltimore,Current,1730.88,2013-04-04,2023-09-24,1,2023-12-31,98,1,3923,36-45
142,Sandra,Young,26,M,San Antonio,Savings,6356.23,2003-03-02,2023-08-27,1,2023-12-31,126,1,7609,26-35
143,Susan,Clark,67,M,Dallas,Savings,778.63,2021-05-02,2023-08-19,1,2023-12-31,134,1,973,60+
144,Joshua,Robinson,18,M,Boston,Current,8859.02,2001-10-15,2023-08-16,1,2023-12-31,137,1,8112,<25
145,Anthony,Nelson,21,OTHER,Tucson,Current,935.43,2007-02-21,2023-06-02,1,2023-12-31,212,1,6157,<25
146,David,Johnson,21,M,New York,Current,6019.31,2013-05-06,2023-02-11,1,2023-12-31,323,1,3891,<25
147,Joseph,Carter,66,OTHER,Philadelphia,Savings,9302.37,2022-11-11,2023-10-18,1,2023-12-31,74,0,415,60+
148,Joseph,Rodriguez,43,OTHER,Seattle,Current,717.99,2019-06-15,2023-03-20,1,2023-12-31,286,1,1660,36-45
149,Sandra,Ramirez,51,F,Jacksonville,Savings,3892.74,2000-05-17,2023-02-28,1,2023-12-31,306,1,8628,46-60
150,Carol,Walker,44,F,Louisville,Savings,3346.66,2001-06-16,2023-04-27,1,2023-12-31,248,1,8233,36-45
151,Richard,King,32,M,Austin,Savings,3507.67,2009-03-27,2023-09-06,1,2023-12-31,116,1,5392,26-35
152,Emily,Anderson,62,M,Tucson,Savings,6043.08,2018-10-31,2023-02-17,1,2023-12-31,317,1,1887,60+
153,Joshua,Mitchell,49,OTHER,New York,Current,2694.82,2008-08-11,2023-08-01,1,2023-12-31,152,1,5620,46-60
154,Ronald,Harris,58,F,San Jose,Savings,370.5,2018-04-11,2023-09-16,1,2023-12-31,106,1,2090,46-60
155,Emily,Scott,24,M,Atlanta,Savings,9626.52,2006-05-13,2023-01-24,1,2023-12-31,341,1,6441,<25
156,Patricia,Davis,61,M,Oklahoma City,Savings,7512.88,2016-07-04,2023-08-24,1,2023-12-31,129,1,2736,60+
157,Ashley,Rodriguez,61,OTHER,New York,Current,1437.76,2011-05-27,2023-07-16,1,2023-12-31,168,1,4601,60+
158,Paul,Torres,31,F,Chicago,Current,4606.05,2003-03-21,2023-12-23,1,2023-12-31,8,0,7590,26-35
159,Daniel,Mitchell,40,M,Seattle,Current,720.95,2001-12-20,2023-02-02,1,2023-12-31,332,1,8046,36-45
160,Joshua,Hall,64,M,Columbus,Savings,375.78,2009-10-11,2023-11-22,1,2023-12-31,39,0,5194,60+
161,Brian,Hill,18,M,Milwaukee,Current,570.37,2015-12-27,2023-06-24,1,2023-12-31,190,1,2926,<25
162,Joseph,Young,49,M,Portland,Current,7582.2,2000-06-28,2023-02-22,1,2023-12-31,312,1,8586,46-60
163,Kevin,Taylor,58,M,San Francisco,Savings,4504.75,2020-12-27,2023-06-22,1,2023-12-31,192,1,1099,46-60
164,Mark,Wright,43,M,Memphis,Savings,8459.53,2004-11-07,2023-07-30,1,2023-12-31,154,1,6993,36-45
165,Margaret,Torres,65,F,Mesa,Current,3121.63,2000-01-08,2023-11-09,1,2023-12-31,52,0,8758,60+
166,Richard,Jackson,26,OTHER,Atlanta,Current,7775.69,2017-02-05,2023-08-01,1,2023-12-31,152,1,2520,26-35
167,Emily,Baker,33,OTHER,Detroit,Savings,871.55,2015-10-25,2023-07-17,1,2023-12-31,167,1,2989,26-35
168,John,Lewis,48,OTHER,San Francisco,Current,6387.57,2011-03-24,2023-10-23,1,2023-12-31,69,0,4665,46-60
169,Lisa,Miller,19,M,Washington,Savings,3669.96,2007-11-27,2023-01-03,1,2023-12-31,362,1,5878,<25
170,Betty,Ramirez,49,OTHER,Boston,Savings,2839.58,2020-08-29,2023-02-18,1,2023-12-31,316,1,1219,46-60
171,Mary,Rodriguez,27,F,Los Angeles,Savings,8169.58,2018-06-24,2023-01-14,1,2023-12-31,351,1,2016,26-35
172,Carol,Ramirez,42,M,Washington,Savings,614.03,2021-08-14,2023-07-25,1,2023-12-31,159,1,869,36-45
173,Brian,Garcia,35,F,Phoenix,Current,9500.36,2010-04-13,2023-07-13,1,2023-12-31,171,1,5010,26-35
174,Jennifer,Lewis,62,M,Houston,Savings,7876.9,2002-08-30,2023-10-08,1,2023-12-31,84,0,7793,60+
175,Betty,Taylor,51,M,Mesa,Savings,3620.53,2016-04-21,2023-09-17,1,2023-12-31,105,1,2810,46-60
176,Betty,Thomas,46,OTHER,Philadelphia,Current,9914.2,2018-08-07,2023-09-04,1,2023-12-31,118,1,1972,46-60
177,Amanda,Thompson,62,F,Nashville,Current,2104.64,2014-06-11,2023-03-04,1,2023-12-31,302,1,3490,60+
178,Amanda,Walker,41,OTHER,San Jose,Current,4083.9,2020-06-11,2023-02-24,1,2023-12-31,310,1,1298,36-45
179,Sarah,Williams,20,M,Atlanta,Savings,8860.31,2012-08-11,2023-09-15,1,2023-12-31,107,1,4159,<25
180,Ashley,Lee,32,F,Boston,Savings,9968.39,2006-05-15,2023-01-23,1,2023-12-31,342,1,6439,26-35
181,William,Sanchez,20,F,Detroit,Savings,2467.22,2019-03-06,2023-04-18,1,2023-12-31,257,1,1761,<25
182,Betty,Scott,48,M,Colorado Springs,Current,7456.82,2009-05-31,2023-06-25,1,2023-12-31,189,1,5327,46-60
183,Matthew,Adams,27,OTHER,Oklahoma City,Current,3126.72,2015-06-23,2023-01-15,1,2023-12-31,350,1,3113,26-35
184,Joshua,Torres,55,M,Tucson,Savings,7688.08,2019-04-12,2023-11-03,1,2023-12-31,58,0,1724,46-60
185,Steven,Perez,39,F,Columbus,Savings,1340.31,2013-09-11,2023-06-01,1,2023-12-31,213,1,3763,36-45
186,James,Adams,31,F,Mesa,Savings,3428.08,2015-09-28,2023-10-03,1,2023-12-31,89,0,3016,26-35
187,Anthony,Lopez,26,F,San Francisco,Current,842.5,2005-02-16,2023-11-08,1,2023-12-31,53,0,6892,26-35
188,Richard,Adams,35,M,Nashville,Current,4969.78,2001-01-31,2023-02-07,1,2023-12-31,327,1,8369,26-35
189,Kenneth,Gonzalez,25,F,Indianapolis,Savings,7044.86,2006-06-06,2023-10-08,1,2023-12-31,84,0,6417,<25
190,Michael,Hernandez,55,F,Indianapolis,Current,3848.3,2016-04-25,2023-03-27,1,2023-12-31,279,1,2806,46-60
191,Joshua,Thomas,32,OTHER,Oklahoma City,Current,6185.7,2009-06-27,2023-11-20,1,2023-12-31,41,0,5300,26-35
192,Jennifer,Davis,63,OTHER,Memphis,Current,5733.96,2012-11-11,2023-03-21,1,2023-12-31,285,1,4067,60+
193,Linda,Flores,32,F,Louisville,Current,3016.51,2018-06-11,2023-11-16,1,2023-12-31,45,0,2029,26-35
194,Anthony,Flores,69,OTHER,San Diego,Savings,4919.1,2011-10-21,2023-06-20,1,2023-12-31,194,1,4454,60+
195,David,Hall,23,M,Las Vegas,Savings,783.29,2021-10-13,2023-03-12,1,2023-12-31,294,1,809,<25
196,Paul,Johnson,29,OTHER,Chicago,Current,4653.14,2000-01-01,2023-03-29,1,2023-12-31,277,1,8765,26-35
197,Steven,Robinson,59,OTHER,Boston,Current,4636.08,2020-01-07,2023-02-26,1,2023-12-31,308,1,1454,46-60
198,Carol,Robinson,36,OTHER,Denver,Savings,384.31,2014-09-13,2023-06-16,1,2023-12-31,198,1,3396,36-45
199,Amanda,Lopez,57,OTHER,Tucson,Current,5187.35,2003-04-09,2023-04-29,1,2023-12-31,246,1,7571,46-60
200,Nancy,Martinez,22,M,Los Angeles,Current,7403.17,2003-01-04,2023-10-12,1,2023-12-31,80,0,7666,<25
201,Joseph,Baker,44,OTHER,Charlotte,Savings,4577.3,2009-09-21,2023-08-24,1,2023-12-31,129,1,5214,36-45
202,Emily,Hernandez,27,F,Washington,Current,6495.65,2002-01-31,2023-11-16,1,2023-12-31,45,0,8004,26-35
203,Emily,Anderson,60,OTHER,Jacksonville,Savings,5370.97,2020-11-08,2023-10-30,1,2023-12-31,62,0,1148,46-60
204,Nancy,Thomas,69,OTHER,Seattle,Current,7873.27,2022-09-09,2023-01-20,1,2023-12-31,345,1,478,60+
205,Kenneth,Taylor,63,F,Washington,Current,5193.11,2014-12-19,2023-01-07,1,2023-12-31,358,1,3299,60+
206,Ronald,Sanchez,31,M,Portland,Current,3382.93,2016-10-09,2023-07-29,1,2023-12-31,155,1,2639,26-35
207,Ronald,Johnson,51,F,San Jose,Current,8292.93,2003-01-26,2023-08-26,1,2023-12-31,127,1,7644,46-60
208,Barbara,Roberts,66,F,Tucson,Current,769.45,2007-02-17,2023-12-16,1,2023-12-31,15,0,6161,60+
209,Joshua,Lopez,32,F,Phoenix,Current,2965.62,2018-08-23,2023-04-24,1,2023-12-31,251,1,1956,26-35
210,Mary,Sanchez,46,F,Detroit,Current,5955.7,2008-10-10,2023-11-05,1,2023-12-31,56,0,5560,46-60
211,Michael,Thompson,43,OTHER,San Jose,Current,8574.66,2012-09-24,2023-06-07,1,2023-12-31,207,1,4115,36-45
212,Ronald,Moore,44,OTHER,Portland,Savings,814.2,2021-08-21,2023-11-18,1,2023-12-31,43,0,862,36-45
213,Paul,Young,20,OTHER,Columbus,Savings,1050.92,2014-01-23,2023-05-07,1,2023-12-31,238,1,3629,<25
214,Ronald,Carter,20,OTHER,Las Vegas,Savings,2895.61,2014-05-27,2023-07-22,1,2023-12-31,162,1,3505,<25
215,Thomas,Nguyen,52,M,Chicago,Savings,3511.26,2005-09-26,2023-08-12,1,2023-12-31,141,1,6670,46-60
216,Ronald,Campbell,52,OTHER,Baltimore,Current,8451.03,2007-10-13,2023-03-11,1,2023-12-31,295,1,5923,46-60
217,Mary,Williams,67,OTHER,Sacramento,Savings,9593.14,2018-05-19,2023-12-14,1,2023-12-31,17,0,2052,60+
